F-Zero GX,Machine
Maximum Hammer,Dread Hammer body,Maximum Star cockpit,Sunrise 140 booster
Maximum Gantlet,Dread Hammer body,Maximum Star cockpit,Euros -01 booster
Omega Gantlet,Dread Hammer body,Maximum Star cockpit,Impulse 220 booster
Gallant Star,Dread Hammer body,Maximum Star cockpit,Jupiter -Q booster
Gallant Wizard,Dread Hammer body,Maximum Star cockpit,Saturn -SG booster
Dread Star,Dread Hammer body,Maximum Star cockpit,Bazooka -YS booster
Maximum Hammer-77,Dread Hammer body,Maximum Star cockpit,Crown -77 booster
Maximum Hammer-EX,Dread Hammer body,Maximum Star cockpit,Mars -EX booster
Dread Wizard-V,Dread Hammer body,Maximum Star cockpit,Comet -V booster
Gallant Wizard-GT,Dread Hammer body,Maximum Star cockpit,Triangle -GT booster
Dread Wizard,Dread Hammer body,Maximum Star cockpit,Boxer -2C booster
Gallant Star-X,Dread Hammer body,Maximum Star cockpit,Bluster -X booster
Omega Hammer,Dread Hammer body,Maximum Star cockpit,Tiger -RZ booster
Gallant Wizard-R,Dread Hammer body,Maximum Star cockpit,Scorpion -R booster
Dread Star-J,Dread Hammer body,Maximum Star cockpit,Velocity -J booster
Maximum Gantlet-ZZ,Dread Hammer body,Maximum Star cockpit,Extreme -ZZ booster
Omega Gantlet-RR,Dread Hammer body,Maximum Star cockpit,Meteor -RR booster
Dread Star-M2,Dread Hammer body,Maximum Star cockpit,Shuttle -M2 booster
Maximum Gantlet-88,Dread Hammer body,Maximum Star cockpit,Raiden -88 booster
Gallant Star-G4,Dread Hammer body,Maximum Star cockpit,Titan -G4 booster
Omega Hammer-4X,Dread Hammer body,Maximum Star cockpit,Punisher -4X booster
Maximum Hammer-Z,Dread Hammer body,Maximum Star cockpit,Triple -Z booster
Dread Wizard-FX,Dread Hammer body,Maximum Star cockpit,Hornet -FX booster
Dread Star-RX,Dread Hammer body,Maximum Star cockpit,Devilfish -RX booster
Omega Gantlet-V2,Dread Hammer body,Maximum Star cockpit,Thunderbolt -V2 booster
Windy Tyrant,Big Tyrant body,Windy Shark cockpit,Sunrise 140 booster
Windy Emperor,Big Tyrant body,Windy Shark cockpit,Euros -01 booster
Slash Emperor,Big Tyrant body,Windy Shark cockpit,Impulse 220 booster
Jumbo Shark,Big Tyrant body,Windy Shark cockpit,Jupiter -Q booster
Jumbo Typhoon,Big Tyrant body,Windy Shark cockpit,Saturn -SG booster
Big Shark,Big Tyrant body,Windy Shark cockpit,Bazooka -YS booster
Windy Tyrant-77,Big Tyrant body,Windy Shark cockpit,Crown -77 booster
Windy Tyrant-EX,Big Tyrant body,Windy Shark cockpit,Mars -EX booster
Big Typhoon-V,Big Tyrant body,Windy Shark cockpit,Comet -V booster
Jumbo Typhoon-GT,Big Tyrant body,Windy Shark cockpit,Triangle -GT booster
Big Typhoon,Big Tyrant body,Windy Shark cockpit,Boxer -2C booster
Jumbo Shark-X,Big Tyrant body,Windy Shark cockpit,Bluster -X booster
Slash Tyrant,Big Tyrant body,Windy Shark cockpit,Tiger -RZ booster
Jumbo Typhoon-R,Big Tyrant body,Windy Shark cockpit,Scorpion -R booster
Big Shark-J,Big Tyrant body,Windy Shark cockpit,Velocity -J booster
Windy Emperor-ZZ,Big Tyrant body,Windy Shark cockpit,Extreme -ZZ booster
Slash Emperor-RR,Big Tyrant body,Windy Shark cockpit,Meteor -RR booster
Big Shark-M2,Big Tyrant body,Windy Shark cockpit,Shuttle -M2 booster
Windy Emperor-88,Big Tyrant body,Windy Shark cockpit,Raiden -88 booster
Jumbo Shark-G4,Big Tyrant body,Windy Shark cockpit,Titan -G4 booster
Slash Tyrant-4X,Big Tyrant body,Windy Shark cockpit,Punisher -4X booster
Windy Tyrant-Z,Big Tyrant body,Windy Shark cockpit,Triple -Z booster
Big Typhoon-FX,Big Tyrant body,Windy Shark cockpit,Hornet -FX booster
Big Shark-RX,Big Tyrant body,Windy Shark cockpit,Devilfish -RX booster
Slash Emperor-V2,Big Tyrant body,Windy Shark cockpit,Thunderbolt -V2 booster
Rave Tyrant,Big Tyrant body,Rave Drifter cockpit,Sunrise 140 booster
Rave Emperor,Big Tyrant body,Rave Drifter cockpit,Euros -01 booster
Active Emperor,Big Tyrant body,Rave Drifter cockpit,Impulse 220 booster
Jumbo Drifter,Big Tyrant body,Rave Drifter cockpit,Jupiter -Q booster
Jumbo Gambler,Big Tyrant body,Rave Drifter cockpit,Saturn -SG booster
High Roller,Big Tyrant body,Rave Drifter cockpit,Bazooka -YS booster
Rave Tyrant-77,Big Tyrant body,Rave Drifter cockpit,Crown -77 booster
Rave Tyrant-EX,Big Tyrant body,Rave Drifter cockpit,Mars -EX booster
Big Gambler-V,Big Tyrant body,Rave Drifter cockpit,Comet -V booster
Jumbo Gambler-GT,Big Tyrant body,Rave Drifter cockpit,Triangle -GT booster
Big Gambler,Big Tyrant body,Rave Drifter cockpit,Boxer -2C booster
Jumbo Drifter-X,Big Tyrant body,Rave Drifter cockpit,Bluster -X booster
Active Tyrant,Big Tyrant body,Rave Drifter cockpit,Tiger -RZ booster
Jumbo Gambler-R,Big Tyrant body,Rave Drifter cockpit,Scorpion -R booster
Big Drifter-J,Big Tyrant body,Rave Drifter cockpit,Velocity -J booster
Rave Emperor-ZZ,Big Tyrant body,Rave Drifter cockpit,Extreme -ZZ booster
Active Emperor-RR,Big Tyrant body,Rave Drifter cockpit,Meteor -RR booster
Big Drifter-M2,Big Tyrant body,Rave Drifter cockpit,Shuttle -M2 booster
Rave Emperor-88,Big Tyrant body,Rave Drifter cockpit,Raiden -88 booster
Jumbo Drifter-G4,Big Tyrant body,Rave Drifter cockpit,Titan -G4 booster
Active Tyrant-4X,Big Tyrant body,Rave Drifter cockpit,Punisher -4X booster
Rave Tyrant-Z,Big Tyrant body,Rave Drifter cockpit,Triple -Z booster
Big Gambler-FX,Big Tyrant body,Rave Drifter cockpit,Hornet -FX booster
Big Drifter-RX,Big Tyrant body,Rave Drifter cockpit,Devilfish -RX booster
Active Emperor-V2,Big Tyrant body,Rave Drifter cockpit,Thunderbolt -V2 booster
Aerial Tyrant,Big Tyrant body,Aerial Bullet cockpit,Sunrise 140 booster
Aerial Emperor,Big Tyrant body,Aerial Bullet cockpit,Euros -01 booster
Air Emperor,Big Tyrant body,Aerial Bullet cockpit,Impulse 220 booster
Jumbo Bullet,Big Tyrant body,Aerial Bullet cockpit,Jupiter -Q booster
Jumbo Shot,Big Tyrant body,Aerial Bullet cockpit,Saturn -SG booster
Big Bullet,Big Tyrant body,Aerial Bullet cockpit,Bazooka -YS booster
Aerial Tyrant-77,Big Tyrant body,Aerial Bullet cockpit,Crown -77 booster
Aerial Tyrant-EX,Big Tyrant body,Aerial Bullet cockpit,Mars -EX booster
Big Shot-V,Big Tyrant body,Aerial Bullet cockpit,Comet -V booster
Jumbo Shot-GT,Big Tyrant body,Aerial Bullet cockpit,Triangle -GT booster
Big Shot,Big Tyrant body,Aerial Bullet cockpit,Boxer -2C booster
Jumbo Bullet-X,Big Tyrant body,Aerial Bullet cockpit,Bluster -X booster
Air Tyrant,Big Tyrant body,Aerial Bullet cockpit,Tiger -RZ booster
Jumbo Shot-R,Big Tyrant body,Aerial Bullet cockpit,Scorpion -R booster
Big Bullet-J,Big Tyrant body,Aerial Bullet cockpit,Velocity -J booster
Aerial Emperor-ZZ,Big Tyrant body,Aerial Bullet cockpit,Extreme -ZZ booster
Air Emperor-RR,Big Tyrant body,Aerial Bullet cockpit,Meteor -RR booster
Big Bullet-M2,Big Tyrant body,Aerial Bullet cockpit,Shuttle -M2 booster
Aerial Emperor-88,Big Tyrant body,Aerial Bullet cockpit,Raiden -88 booster
Jumbo Bullet-G4,Big Tyrant body,Aerial Bullet cockpit,Titan -G4 booster
Air Tyrant-4X,Big Tyrant body,Aerial Bullet cockpit,Punisher -4X booster
Aerial Tyrant-Z,Big Tyrant body,Aerial Bullet cockpit,Triple -Z booster
Big Shot-FX,Big Tyrant body,Aerial Bullet cockpit,Hornet -FX booster
Big Bullet-RX,Big Tyrant body,Aerial Bullet cockpit,Devilfish -RX booster
Air Emperor-V2,Big Tyrant body,Aerial Bullet cockpit,Thunderbolt -V2 booster
Dark Tyrant,Big Tyrant body,Dark Chaser cockpit,Sunrise 140 booster
Dark Emperor,Big Tyrant body,Dark Chaser cockpit,Euros -01 booster
Shadow Emperor,Big Tyrant body,Dark Chaser cockpit,Impulse 220 booster
Jumbo Chaser,Big Tyrant body,Dark Chaser cockpit,Jupiter -Q booster
Jumbo Sniper,Big Tyrant body,Dark Chaser cockpit,Saturn -SG booster
Big Chaser,Big Tyrant body,Dark Chaser cockpit,Bazooka -YS booster
Dark Tyrant-77,Big Tyrant body,Dark Chaser cockpit,Crown -77 booster
Dark Tyrant-EX,Big Tyrant body,Dark Chaser cockpit,Mars -EX booster
Big Sniper-V,Big Tyrant body,Dark Chaser cockpit,Comet -V booster
Jumbo Sniper-GT,Big Tyrant body,Dark Chaser cockpit,Triangle -GT booster
Big Sniper,Big Tyrant body,Dark Chaser cockpit,Boxer -2C booster
Jumbo Chaser-X,Big Tyrant body,Dark Chaser cockpit,Bluster -X booster
Shadow Tyrant,Big Tyrant body,Dark Chaser cockpit,Tiger -RZ booster
Jumbo Sniper-R,Big Tyrant body,Dark Chaser cockpit,Scorpion -R booster
Big Chaser-J,Big Tyrant body,Dark Chaser cockpit,Velocity -J booster
Dark Emperor-ZZ,Big Tyrant body,Dark Chaser cockpit,Extreme -ZZ booster
Shadow Emperor-RR,Big Tyrant body,Dark Chaser cockpit,Meteor -RR booster
Big Chaser-M2,Big Tyrant body,Dark Chaser cockpit,Shuttle -M2 booster
Dark Emperor-88,Big Tyrant body,Dark Chaser cockpit,Raiden -88 booster
Jumbo Chaser-G4,Big Tyrant body,Dark Chaser cockpit,Titan -G4 booster
Shadow Tyrant-4X,Big Tyrant body,Dark Chaser cockpit,Punisher -4X booster
Dark Tyrant-Z,Big Tyrant body,Dark Chaser cockpit,Triple -Z booster
Big Sniper-FX,Big Tyrant body,Dark Chaser cockpit,Hornet -FX booster
Big Chaser-RX,Big Tyrant body,Dark Chaser cockpit,Devilfish -RX booster
Shadow Emperor-V2,Big Tyrant body,Dark Chaser cockpit,Thunderbolt -V2 booster
Moon Tyrant,Big Tyrant body,Moon Snail cockpit,Sunrise 140 booster
Moon Emperor,Big Tyrant body,Moon Snail cockpit,Euros -01 booster
Lunar Emperor,Big Tyrant body,Moon Snail cockpit,Impulse 220 booster
Jumbo Snail,Big Tyrant body,Moon Snail cockpit,Jupiter -Q booster
Jumbo Lobster,Big Tyrant body,Moon Snail cockpit,Saturn -SG booster
Big Snail,Big Tyrant body,Moon Snail cockpit,Bazooka -YS booster
Moon Tyrant-77,Big Tyrant body,Moon Snail cockpit,Crown -77 booster
Moon Tyrant-EX,Big Tyrant body,Moon Snail cockpit,Mars -EX booster
Big Lobster-V,Big Tyrant body,Moon Snail cockpit,Comet -V booster
Jumbo Lobster-GT,Big Tyrant body,Moon Snail cockpit,Triangle -GT booster
Big Lobster,Big Tyrant body,Moon Snail cockpit,Boxer -2C booster
Jumbo Snail-X,Big Tyrant body,Moon Snail cockpit,Bluster -X booster
Lunar Tyrant,Big Tyrant body,Moon Snail cockpit,Tiger -RZ booster
Jumbo Lobster-R,Big Tyrant body,Moon Snail cockpit,Scorpion -R booster
Big Snail-J,Big Tyrant body,Moon Snail cockpit,Velocity -J booster
Moon Emperor-ZZ,Big Tyrant body,Moon Snail cockpit,Extreme -ZZ booster
Lunar Emperor-RR,Big Tyrant body,Moon Snail cockpit,Meteor -RR booster
Big Snail-M2,Big Tyrant body,Moon Snail cockpit,Shuttle -M2 booster
Moon Emperor-88,Big Tyrant body,Moon Snail cockpit,Raiden -88 booster
Jumbo Snail-G4,Big Tyrant body,Moon Snail cockpit,Titan -G4 booster
Lunar Tyrant-4X,Big Tyrant body,Moon Snail cockpit,Punisher -4X booster
Moon Tyrant-Z,Big Tyrant body,Moon Snail cockpit,Triple -Z booster
Big Lobster-FX,Big Tyrant body,Moon Snail cockpit,Hornet -FX booster
Big Snail-RX,Big Tyrant body,Moon Snail cockpit,Devilfish -RX booster
Lunar Emperor-V2,Big Tyrant body,Moon Snail cockpit,Thunderbolt -V2 booster
Crystal Tyrant,Big Tyrant body,Crystal Egg cockpit,Sunrise 140 booster
Crystal Emperor,Big Tyrant body,Crystal Egg cockpit,Euros -01 booster
Royal Emperor,Big Tyrant body,Crystal Egg cockpit,Impulse 220 booster
Jumbo Egg,Big Tyrant body,Crystal Egg cockpit,Jupiter -Q booster
Jumbo Rider,Big Tyrant body,Crystal Egg cockpit,Saturn -SG booster
Big Egg,Big Tyrant body,Crystal Egg cockpit,Bazooka -YS booster
Crystal Tyrant-77,Big Tyrant body,Crystal Egg cockpit,Crown -77 booster
Crystal Tyrant-EX,Big Tyrant body,Crystal Egg cockpit,Mars -EX booster
Big Rider-V,Big Tyrant body,Crystal Egg cockpit,Comet -V booster
Jumbo Rider-GT,Big Tyrant body,Crystal Egg cockpit,Triangle -GT booster
Big Rider,Big Tyrant body,Crystal Egg cockpit,Boxer -2C booster
Jumbo Egg-X,Big Tyrant body,Crystal Egg cockpit,Bluster -X booster
Royal Tyrant,Big Tyrant body,Crystal Egg cockpit,Tiger -RZ booster
Jumbo Rider-R,Big Tyrant body,Crystal Egg cockpit,Scorpion -R booster
Big Egg-J,Big Tyrant body,Crystal Egg cockpit,Velocity -J booster
Crystal Emperor-ZZ,Big Tyrant body,Crystal Egg cockpit,Extreme -ZZ booster
Royal Emperor-RR,Big Tyrant body,Crystal Egg cockpit,Meteor -RR booster
Big Egg-M2,Big Tyrant body,Crystal Egg cockpit,Shuttle -M2 booster
Crystal Emperor-88,Big Tyrant body,Crystal Egg cockpit,Raiden -88 booster
Jumbo Egg-G4,Big Tyrant body,Crystal Egg cockpit,Titan -G4 booster
Royal Tyrant-4X,Big Tyrant body,Crystal Egg cockpit,Punisher -4X booster
Crystal Tyrant-Z,Big Tyrant body,Crystal Egg cockpit,Triple -Z booster
Big Rider-FX,Big Tyrant body,Crystal Egg cockpit,Hornet -FX booster
Big Egg-RX,Big Tyrant body,Crystal Egg cockpit,Devilfish -RX booster
Royal Emperor-V2,Big Tyrant body,Crystal Egg cockpit,Thunderbolt -V2 booster
Blast Tyrant,Big Tyrant body,Blast Camel cockpit,Sunrise 140 booster
Blast Emperor,Big Tyrant body,Blast Camel cockpit,Euros -01 booster
Blaze Emperor,Big Tyrant body,Blast Camel cockpit,Impulse 220 booster
Jumbo Camel,Big Tyrant body,Blast Camel cockpit,Jupiter -Q booster
Jumbo Giraffe,Big Tyrant body,Blast Camel cockpit,Saturn -SG booster
Desert Camel,Big Tyrant body,Blast Camel cockpit,Bazooka -YS booster
Blast Tyrant-77,Big Tyrant body,Blast Camel cockpit,Crown -77 booster
Blast Tyrant-EX,Big Tyrant body,Blast Camel cockpit,Mars -EX booster
Big Giraffe-V,Big Tyrant body,Blast Camel cockpit,Comet -V booster
Jumbo Giraffe-GT,Big Tyrant body,Blast Camel cockpit,Triangle -GT booster
Big Giraffe,Big Tyrant body,Blast Camel cockpit,Boxer -2C booster
Jumbo Camel-X,Big Tyrant body,Blast Camel cockpit,Bluster -X booster
Blaze Tyrant,Big Tyrant body,Blast Camel cockpit,Tiger -RZ booster
Jumbo Giraffe-R,Big Tyrant body,Blast Camel cockpit,Scorpion -R booster
Strong Gustav,Big Tyrant body,Blast Camel cockpit,Velocity -J booster
Blast Emperor-ZZ,Big Tyrant body,Blast Camel cockpit,Extreme -ZZ booster
Blaze Emperor-RR,Big Tyrant body,Blast Camel cockpit,Meteor -RR booster
Big Camel-M2,Big Tyrant body,Blast Camel cockpit,Shuttle -M2 booster
Blast Emperor-88,Big Tyrant body,Blast Camel cockpit,Raiden -88 booster
Jumbo Camel-G4,Big Tyrant body,Blast Camel cockpit,Titan -G4 booster
Blaze Tyrant-4X,Big Tyrant body,Blast Camel cockpit,Punisher -4X booster
Blast Tyrant-Z,Big Tyrant body,Blast Camel cockpit,Triple -Z booster
Big Giraffe-FX,Big Tyrant body,Blast Camel cockpit,Hornet -FX booster
Big Camel-RX,Big Tyrant body,Blast Camel cockpit,Devilfish -RX booster
Blaze Emperor-V2,Big Tyrant body,Blast Camel cockpit,Thunderbolt -V2 booster
Wonder Tyrant,Big Tyrant body,Wonder Worm cockpit,Sunrise 140 booster
Wonder Emperor,Big Tyrant body,Wonder Worm cockpit,Euros -01 booster
Miracle Emperor,Big Tyrant body,Wonder Worm cockpit,Impulse 220 booster
Jumbo Worm,Big Tyrant body,Wonder Worm cockpit,Jupiter -Q booster
Jumbo Insect,Big Tyrant body,Wonder Worm cockpit,Saturn -SG booster
Big Worm,Big Tyrant body,Wonder Worm cockpit,Bazooka -YS booster
Wonder Tyrant-77,Big Tyrant body,Wonder Worm cockpit,Crown -77 booster
Wonder Tyrant-EX,Big Tyrant body,Wonder Worm cockpit,Mars -EX booster
Big Insect-V,Big Tyrant body,Wonder Worm cockpit,Comet -V booster
Jumbo Insect-GT,Big Tyrant body,Wonder Worm cockpit,Triangle -GT booster
Big Insect,Big Tyrant body,Wonder Worm cockpit,Boxer -2C booster
Jumbo Worm-X,Big Tyrant body,Wonder Worm cockpit,Bluster -X booster
Miracle Tyrant,Big Tyrant body,Wonder Worm cockpit,Tiger -RZ booster
Jumbo Insect-R,Big Tyrant body,Wonder Worm cockpit,Scorpion -R booster
Big Worm-J,Big Tyrant body,Wonder Worm cockpit,Velocity -J booster
Wonder Emperor-ZZ,Big Tyrant body,Wonder Worm cockpit,Extreme -ZZ booster
Miracle Emperor-RR,Big Tyrant body,Wonder Worm cockpit,Meteor -RR booster
Big Worm-M2,Big Tyrant body,Wonder Worm cockpit,Shuttle -M2 booster
Wonder Emperor-88,Big Tyrant body,Wonder Worm cockpit,Raiden -88 booster
Jumbo Worm-G4,Big Tyrant body,Wonder Worm cockpit,Titan -G4 booster
Miracle Tyrant-4X,Big Tyrant body,Wonder Worm cockpit,Punisher -4X booster
Wonder Tyrant-Z,Big Tyrant body,Wonder Worm cockpit,Triple -Z booster
Big Insect-FX,Big Tyrant body,Wonder Worm cockpit,Hornet -FX booster
Big Worm-RX,Big Tyrant body,Wonder Worm cockpit,Devilfish -RX booster
Miracle Emperor-V2,Big Tyrant body,Wonder Worm cockpit,Thunderbolt -V2 booster
Rush Tyrant,Big Tyrant body,Rush Cyclone cockpit,Sunrise 140 booster
Rush Emperor,Big Tyrant body,Rush Cyclone cockpit,Euros -01 booster
Dash Emperor,Big Tyrant body,Rush Cyclone cockpit,Impulse 220 booster
Jumbo Cyclone,Big Tyrant body,Rush Cyclone cockpit,Jupiter -Q booster
Jumbo Twister,Big Tyrant body,Rush Cyclone cockpit,Saturn -SG booster
Big Cyclone,Big Tyrant body,Rush Cyclone cockpit,Bazooka -YS booster
Rush Tyrant-77,Big Tyrant body,Rush Cyclone cockpit,Crown -77 booster
Rush Tyrant-EX,Big Tyrant body,Rush Cyclone cockpit,Mars -EX booster
Big Twister-V,Big Tyrant body,Rush Cyclone cockpit,Comet -V booster
Jumbo Twister-GT,Big Tyrant body,Rush Cyclone cockpit,Triangle -GT booster
Big Twister,Big Tyrant body,Rush Cyclone cockpit,Boxer -2C booster
Jumbo Cyclone-X,Big Tyrant body,Rush Cyclone cockpit,Bluster -X booster
Dash Tyrant,Big Tyrant body,Rush Cyclone cockpit,Tiger -RZ booster
Jumbo Twister-R,Big Tyrant body,Rush Cyclone cockpit,Scorpion -R booster
Big Cyclone-J,Big Tyrant body,Rush Cyclone cockpit,Velocity -J booster
Rush Emperor-ZZ,Big Tyrant body,Rush Cyclone cockpit,Extreme -ZZ booster
Dash Emperor-RR,Big Tyrant body,Rush Cyclone cockpit,Meteor -RR booster
Big Cyclone-M2,Big Tyrant body,Rush Cyclone cockpit,Shuttle -M2 booster
Rush Emperor-88,Big Tyrant body,Rush Cyclone cockpit,Raiden -88 booster
Jumbo Cyclone-G4,Big Tyrant body,Rush Cyclone cockpit,Titan -G4 booster
Dash Tyrant-4X,Big Tyrant body,Rush Cyclone cockpit,Punisher -4X booster
Rush Tyrant-Z,Big Tyrant body,Rush Cyclone cockpit,Triple -Z booster
Big Twister-FX,Big Tyrant body,Rush Cyclone cockpit,Hornet -FX booster
Big Cyclone-RX,Big Tyrant body,Rush Cyclone cockpit,Devilfish -RX booster
Dash Emperor-V2,Big Tyrant body,Rush Cyclone cockpit,Thunderbolt -V2 booster
Sonic Tyrant,Big Tyrant body,Sonic Soldier cockpit,Sunrise 140 booster
Sonic Emperor,Big Tyrant body,Sonic Soldier cockpit,Euros -01 booster
Highway Emperor,Big Tyrant body,Sonic Soldier cockpit,Impulse 220 booster
Jumbo Soldier,Big Tyrant body,Sonic Soldier cockpit,Jupiter -Q booster
Jumbo Fighter,Big Tyrant body,Sonic Soldier cockpit,Saturn -SG booster
Big Soldier,Big Tyrant body,Sonic Soldier cockpit,Bazooka -YS booster
Sonic Tyrant-77,Big Tyrant body,Sonic Soldier cockpit,Crown -77 booster
Sonic Tyrant-EX,Big Tyrant body,Sonic Soldier cockpit,Mars -EX booster
Big Fighter-V,Big Tyrant body,Sonic Soldier cockpit,Comet -V booster
Jumbo Fighter-GT,Big Tyrant body,Sonic Soldier cockpit,Triangle -GT booster
Big Fighter,Big Tyrant body,Sonic Soldier cockpit,Boxer -2C booster
Jumbo Soldier-X,Big Tyrant body,Sonic Soldier cockpit,Bluster -X booster
Highway Tyrant,Big Tyrant body,Sonic Soldier cockpit,Tiger -RZ booster
Jumbo Fighter-R,Big Tyrant body,Sonic Soldier cockpit,Scorpion -R booster
Big Soldier-J,Big Tyrant body,Sonic Soldier cockpit,Velocity -J booster
Sonic Emperor-ZZ,Big Tyrant body,Sonic Soldier cockpit,Extreme -ZZ booster
Highway Emperor-RR,Big Tyrant body,Sonic Soldier cockpit,Meteor -RR booster
Big Soldier-M2,Big Tyrant body,Sonic Soldier cockpit,Shuttle -M2 booster
Sonic Emperor-88,Big Tyrant body,Sonic Soldier cockpit,Raiden -88 booster
Jumbo Soldier-G4,Big Tyrant body,Sonic Soldier cockpit,Titan -G4 booster
Highway Tyrant-4X,Big Tyrant body,Sonic Soldier cockpit,Punisher -4X booster
Sonic Tyrant-Z,Big Tyrant body,Sonic Soldier cockpit,Triple -Z booster
Big Fighter-FX,Big Tyrant body,Sonic Soldier cockpit,Hornet -FX booster
Big Soldier-RX,Big Tyrant body,Sonic Soldier cockpit,Devilfish -RX booster
Highway Emperor-V2,Big Tyrant body,Sonic Soldier cockpit,Thunderbolt -V2 booster
Scud Tyrant,Big Tyrant body,Scud Viper cockpit,Sunrise 140 booster
Scud Emperor,Big Tyrant body,Scud Viper cockpit,Euros -01 booster
Misty Emperor,Big Tyrant body,Scud Viper cockpit,Impulse 220 booster
Jumbo Viper,Big Tyrant body,Scud Viper cockpit,Jupiter -Q booster
Jumbo Serpent,Big Tyrant body,Scud Viper cockpit,Saturn -SG booster
Big Viper,Big Tyrant body,Scud Viper cockpit,Bazooka -YS booster
Scud Tyrant-77,Big Tyrant body,Scud Viper cockpit,Crown -77 booster
Scud Tyrant-EX,Big Tyrant body,Scud Viper cockpit,Mars -EX booster
Big Serpent-V,Big Tyrant body,Scud Viper cockpit,Comet -V booster
Jumbo Serpent-GT,Big Tyrant body,Scud Viper cockpit,Triangle -GT booster
Big Serpent,Big Tyrant body,Scud Viper cockpit,Boxer -2C booster
Jumbo Viper-X,Big Tyrant body,Scud Viper cockpit,Bluster -X booster
Misty Tyrant,Big Tyrant body,Scud Viper cockpit,Tiger -RZ booster
Jumbo Serpent-R,Big Tyrant body,Scud Viper cockpit,Scorpion -R booster
Big Viper-J,Big Tyrant body,Scud Viper cockpit,Velocity -J booster
Scud Emperor-ZZ,Big Tyrant body,Scud Viper cockpit,Extreme -ZZ booster
Misty Emperor-RR,Big Tyrant body,Scud Viper cockpit,Meteor -RR booster
Big Viper-M2,Big Tyrant body,Scud Viper cockpit,Shuttle -M2 booster
Scud Emperor-88,Big Tyrant body,Scud Viper cockpit,Raiden -88 booster
Jumbo Viper-G4,Big Tyrant body,Scud Viper cockpit,Titan -G4 booster
Misty Tyrant-4X,Big Tyrant body,Scud Viper cockpit,Punisher -4X booster
Scud Tyrant-Z,Big Tyrant body,Scud Viper cockpit,Triple -Z booster
Big Serpent-FX,Big Tyrant body,Scud Viper cockpit,Hornet -FX booster
Big Viper-RX,Big Tyrant body,Scud Viper cockpit,Devilfish -RX booster
Misty Emperor-V2,Big Tyrant body,Scud Viper cockpit,Thunderbolt -V2 booster
Bright Tyrant,Big Tyrant body,Bright Spear cockpit,Sunrise 140 booster
Bright Emperor,Big Tyrant body,Bright Spear cockpit,Euros -01 booster
Shining Emperor,Big Tyrant body,Bright Spear cockpit,Impulse 220 booster
Jumbo Spear,Big Tyrant body,Bright Spear cockpit,Jupiter -Q booster
Jumbo Lancer,Big Tyrant body,Bright Spear cockpit,Saturn -SG booster
Big Spear,Big Tyrant body,Bright Spear cockpit,Bazooka -YS booster
Bright Tyrant-77,Big Tyrant body,Bright Spear cockpit,Crown -77 booster
Bright Tyrant-EX,Big Tyrant body,Bright Spear cockpit,Mars -EX booster
Big Lancer-V,Big Tyrant body,Bright Spear cockpit,Comet -V booster
Jumbo Lancer-GT,Big Tyrant body,Bright Spear cockpit,Triangle -GT booster
Big Lancer,Big Tyrant body,Bright Spear cockpit,Boxer -2C booster
Jumbo Spear-X,Big Tyrant body,Bright Spear cockpit,Bluster -X booster
Shining Tyrant,Big Tyrant body,Bright Spear cockpit,Tiger -RZ booster
Jumbo Lancer-R,Big Tyrant body,Bright Spear cockpit,Scorpion -R booster
Big Spear-J,Big Tyrant body,Bright Spear cockpit,Velocity -J booster
Bright Emperor-ZZ,Big Tyrant body,Bright Spear cockpit,Extreme -ZZ booster
Shining Emperor-RR,Big Tyrant body,Bright Spear cockpit,Meteor -RR booster
Big Spear-M2,Big Tyrant body,Bright Spear cockpit,Shuttle -M2 booster
Bright Emperor-88,Big Tyrant body,Bright Spear cockpit,Raiden -88 booster
Jumbo Spear-G4,Big Tyrant body,Bright Spear cockpit,Titan -G4 booster
Shining Tyrant-4X,Big Tyrant body,Bright Spear cockpit,Punisher -4X booster
Bright Tyrant-Z,Big Tyrant body,Bright Spear cockpit,Triple -Z booster
Big Lancer-FX,Big Tyrant body,Bright Spear cockpit,Hornet -FX booster
Big Spear-RX,Big Tyrant body,Bright Spear cockpit,Devilfish -RX booster
Shining Emperor-V2,Big Tyrant body,Bright Spear cockpit,Thunderbolt -V2 booster
Red Tyrant,Big Tyrant body,Red Rex cockpit,Sunrise 140 booster
Red Emperor,Big Tyrant body,Red Rex cockpit,Euros -01 booster
Crimson Emperor,Big Tyrant body,Red Rex cockpit,Impulse 220 booster
Jumbo Rex,Big Tyrant body,Red Rex cockpit,Jupiter -Q booster
Jumbo King,Big Tyrant body,Red Rex cockpit,Saturn -SG booster
Big Rex,Big Tyrant body,Red Rex cockpit,Bazooka -YS booster
Red Tyrant-77,Big Tyrant body,Red Rex cockpit,Crown -77 booster
Red Tyrant-EX,Big Tyrant body,Red Rex cockpit,Mars -EX booster
Big King-V,Big Tyrant body,Red Rex cockpit,Comet -V booster
Jumbo King-GT,Big Tyrant body,Red Rex cockpit,Triangle -GT booster
Big King,Big Tyrant body,Red Rex cockpit,Boxer -2C booster
Jumbo Rex-X,Big Tyrant body,Red Rex cockpit,Bluster -X booster
Crimson Tyrant,Big Tyrant body,Red Rex cockpit,Tiger -RZ booster
Jumbo King-R,Big Tyrant body,Red Rex cockpit,Scorpion -R booster
Big Rex-J,Big Tyrant body,Red Rex cockpit,Velocity -J booster
